Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1707,Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,"Jednokazałowy zgięty tylna delt lub tylna delt jest popularnym ćwiczeniem górnego ciała, które atakuje mięśnie z tyłu stawu barkowego, w szczególności tylną głowę naramiennika.Ponieważ ruchy prasowe budują przód i (w mniejszym stopniu) boczne główki naramienne, ten ruch jest często wykonywany w celu promowania zrównoważonego rozwoju barku.Zazwyczaj wykonuje się to dla wysokich powtórzeń, takich jak 10-15 powtórzeń na zestaw lub więcej, w ramach treningu barku lub górnego ciała.",Strength Training,Middle Back,Other,Intermediate,,
1708,30 Back Plate Hyperextension,,Strength Training,Middle Back,Other,Intermediate,,
1709,Seated Cable Rows,"Kabel siedzący jest popularnym ćwiczeniem do trenowania mięśni górnej części pleców, w tym Lats (Latissimus dorsi), pułapek, romboidów i tylnych deltoidów za pomocą stosu kablowego.W mniejszym stopniu celuje w biceps.Rząd kablowy może działać dobrze w różnych ramach reprezentacji, ale jest najbardziej popularny w treningach budowania mięśni lub jako ruch akcesoriów do treningów siłowych.",Strength Training,Middle Back,Cable,Intermediate,8.8,Average
1710,Single-arm cable seated row,"Rząd siedzący z jednoramiennym kablem to wersja ruchu rzędu kablowego, który trenuje mięśnie górnego tyłu po drugiej stronie.Kieruje się na szeroką gamę mięśni, w tym Lats (Latissimus gorsi), pułapki, romboidów i tylnych naramienników.W mniejszym stopniu celuje w biceps.Rząd jednoramienny może działać dobrze w różnych zakresach powtórzeń, ale jest najbardziej popularny w treningach budowania mięśni lub jako ruch akcesoriów do treningów siłowych.",Strength Training,Middle Back,Cable,Intermediate,8.5,Average
1711,Paul Carter Lat Pull-Down,"Lat rozciąga się na kablową maszynę do ćwiczeń, która jest wszechobecna na siłowni na całym świecie.Ten konstruktor jest łatwy w nauce i wysoce skuteczny, co pozwala na zmienną opór w zależności od miejsca umieszczania szpilki w stosie.",Strength Training,Middle Back,Cable,Intermediate,,
1712,TBS Lat Pull-Down,,Strength Training,Middle Back,Cable,Intermediate,,
1713,One-Arm Cable Read Delt Fly - Gethin Variation,"Jednokazałowy zgięty kabel tylny mucha delt jest ćwiczeniem skierowanym do tylnych naramienników.Jest to świetny sposób na odizolowanie tego obszaru ramienia i niezależnie zaatakowanie każdej strony.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, co najmniej 8-12 powtórzeń na zestaw, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Middle Back,Cable,Intermediate,,
1714,UP Seated Cable Row,"Kabel siedzący jest popularnym ćwiczeniem do trenowania mięśni górnej części pleców, w tym Lats (Latissimus dorsi), pułapek, romboidów i tylnych deltoidów za pomocą stosu kablowego.W mniejszym stopniu celuje w biceps.Rząd kablowy może działać dobrze w różnych ramach reprezentacji, ale jest najbardziej popularny w treningach budowania mięśni lub jako ruch akcesoriów do treningów siłowych.",Strength Training,Middle Back,Cable,Intermediate,,
1715,UP Cable Straight-Arm Pull-Down,"Pokonanie liny prostej ramię to odmiana wyciągnięcia prostego ramienia Lat wykonanego za pomocą maszyny do stosu kablowego i uchwytu linowego.Można go wykonać w atletycznej pozycji pionowej, albo lekko zgięte.Zarówno rozciąga się, jak i kurczy mięśnie LATS (Latissimus dorsi), a także zapewnia dodatkową aktywację innych mięśni górnej części pleców i rdzenia.Ponieważ triceps są również izometrycznie zaangażowane w ruch, zwykle wykonuje się go dla wyższych powtórzeń, takich jak 8-15 powtórzeń lub więcej.",Strength Training,Middle Back,Cable,Intermediate,,
1716,UN Cable Pull-Through,,Strength Training,Middle Back,Cable,Intermediate,,
1717,30 Back Close-Grip Seated Cable Row,,Strength Training,Middle Back,Cable,Intermediate,,
1718,30 Back Incline Face-Up Cable Pull-Down,,Strength Training,Middle Back,Cable,Intermediate,,
1719,30 Back Kneeling High Cable Pull-Down,,Strength Training,Middle Back,Cable,Intermediate,,
1720,30 Back Leaning V-Bar Pull-Down,,Strength Training,Middle Back,Cable,Intermediate,,
1721,30 Back Reverse-Grip Pull-Down,,Strength Training,Middle Back,Cable,Intermediate,,
1722,30 Back Standing Low Cable Bar Row,,Strength Training,Middle Back,Cable,Intermediate,,
1723,30 Back Standing Low Cable Rope Row,,Strength Training,Middle Back,Cable,Intermediate,,
1724,30 Back Straight-Arm Bar Pull-Down,,Strength Training,Middle Back,Cable,Intermediate,,
1725,30 Back Straight-Arm Rope Pull-Down,,Strength Training,Middle Back,Cable,Intermediate,,
1726,30 Back Wide-Grip Behind-The-Head Pull-Down,,Strength Training,Middle Back,Cable,Intermediate,,
1727,30 Back Wide-Grip Pull-Down,,Strength Training,Middle Back,Cable,Intermediate,,
1728,30 back Wide-Grip Seated Cable Row,,Strength Training,Middle Back,Cable,Intermediate,,
1729,Rower,"Wioślarz to popularna maszyna do siłowni, która jest poważną pracą sercowo -naczyniową, ale także atakuje mięśnie nóg, pleców i ramion.To świetny sposób na budowę ogólnej sprawności aerobowej i muskularnej.Jest popularny w treningach w stylu Crossfit, ale jest również podstawą we wszystkich rodzajach siłowni.Może być równie skuteczny w treningach w stylu HIIT lub w pracy wytrzymałościowej.",Cardio,Middle Back,Machine,Intermediate,8.9,Average
1730,Seated Cable Rows,"Kabel siedzący jest popularnym ćwiczeniem do trenowania mięśni górnej części pleców, w tym Lats (Latissimus dorsi), pułapek, romboidów i tylnych deltoidów za pomocą stosu kablowego.W mniejszym stopniu celuje w biceps.Rząd kablowy może działać dobrze w różnych ramach reprezentacji, ale jest najbardziej popularny w treningach budowania mięśni lub jako ruch akcesoriów do treningów siłowych.",Strength Training,Middle Back,Cable,Intermediate,8.8,Average
1731,Smith machine bent-over row,"Smith Machine wygięty rzęd jest ćwiczeniem górnego ciała ukierunkowanego na mięśnie pleców, szczególnie Lats (Latissimus dorsi).Ten ruch można zaprogramować w niskich powtórzeniach pod kątem wytrzymałości siły lub wyższej dla wytrzymałości mięśni i siły.Często jest wykonywany dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach treningu skoncentrowanego na górnym ciele lub wstecznym.",Strength Training,Middle Back,Machine,Intermediate,8.1,Average
1732,Leverage High Row,Maszyna High Row to ćwiczenie ukierunkowane na LATS i działa ogółem.,Strength Training,Middle Back,Machine,Beginner,7.9,Average
1733,Machine Low Row,Maszyna Low Row to ćwiczenie skierowane do mięśni tylnych.,Strength Training,Middle Back,Machine,Intermediate,,
1734,Standing lat pull-down,"Stałe wyciągnięcie LAT to odmiana rozciągnięcia Lat wykonanego stojącego obok stosu kablowego, a nie siedzącego na ławce lub maszynie.Ma wszystkie te same zalety wyciągnięcia LAT wykonanego na ławce lub maszynie, oprócz zapewnienia dalszej aktywacji do rdzenia i dolnego korpusu.Jeśli jesteś zbyt wysoki, aby wykonać ten ruch, klęczący LAT wyciąga wszystkie te same korzyści.",Strength Training,Middle Back,Machine,Intermediate,,
1735,30 Back Machine Seated Row,,Strength Training,Middle Back,Machine,Intermediate,,
1736,30 Back Smith Machine Push-Up,,Strength Training,Middle Back,Machine,Intermediate,,
1737,Mixed Grip Chin,,Strength Training,Middle Back,Body Only,Intermediate,8.2,Average
1738,Rhomboids SMR,"Rhomboids Ulanie się samoziarniste (SMR) to samozadowolenie tkanki miękkiej dla górnej części ciała, zwykle przy użyciu wałka z pianki, kulki lacrosse lub innego narzędzia do masażu „Punkt wyzwalającego”.Strategicznie wywierając presję na mięśnie romboidowe w połowie pleców, niektórzy uważają, że mogą powodować, że ten często bolesny i ciasny obszar się zrelaksuje lub „uwolnić się”.Rhomboids SMR często towarzyszy SMR na LATS lub odcinki skierowane do romboidów lub lats.",Mobility and Stretching,Middle Back,Body Only,Intermediate,5.7,Average
1739,Spinal Stretch,,Mobility and Stretching,Middle Back,Body Only,Intermediate,5.3,Average
1740,Upper Back Stretch,,Mobility and Stretching,Middle Back,Body Only,Intermediate,4.2,Average
1741,Middle Back Stretch,,Mobility and Stretching,Middle Back,Body Only,Intermediate,3.8,Average
1742,TBS Pull-Up,,Strength Training,Middle Back,Body Only,Intermediate,,
1743,HM Angel Stretch,,Strength Training,Middle Back,Body Only,Intermediate,,
1744,UNS Foam Roll Upper Back,,Strength Training,Middle Back,Body Only,Intermediate,,
1745,30 Back Neutral-Grip Pull-Down,,Strength Training,Middle Back,Body Only,Intermediate,,
1746,30 Back Pull-Up,,Strength Training,Middle Back,Body Only,Intermediate,,
1747,30 Back Reverse-Grip Pull-Up,,Strength Training,Middle Back,Body Only,Intermediate,,
1748,ACFT Medicine ball overhead power throw,"Rzuty mocy z piłką medycyny to wybuchowe ćwiczenie ukierunkowane na brzuch i biodra.To konkretne ćwiczenie jest częścią nowego testu fitness armii lub ACFT.Można go wykonywać dla niższych powtórzeń, koncentrując się na mocy lub dla wyższych powtórzeń, z naciskiem na utratę tłuszczu i kondycjonowanie.Zaczyna się w pozycji półksiężycowej trzymającej piłkę lekarską, która następnie „zgarnia” i rzuca naprzód w jednym ciągłym ruchu.",Strength Training,Middle Back,Medicine Ball,Intermediate,,
1749,Upright Row - With Bands,,Strength Training,Traps,Bands,Beginner,7.8,Average
1750,Band seated row,"Zespół siedzący rzęd jest alternatywą dla popularnych ćwiczeń kablowych i trenuje mięśnie górnego pleców, w tym Lats (Latissimus Dorsi), pułapki, romboidów i tylnych naruszeń.W mniejszym stopniu celuje w biceps.Rząd zespołu może dobrze działać w różnych zakresach powtórzeń, wymagając cięższego opaski do budowania mięśni i treningów siłowych oraz lżejszego opaski do pracy w zakresie odchudzania i jako ruch akcesoriów.",Strength Training,Traps,Bands,Intermediate,,
1751,Barbell shrug,"Rzuty ramion to ćwiczenie skierowane do pułapek (mięśnie trapezu).Jest popularny pod względem siły i treningu skoncentrowanego na mięśniach górnego ciała i jest często trenowany w dniu ramię.Za pomocą pasków można go mocno załadować, ale nadal jest zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-10 powtórzeń na zestaw.",Strength Training,Traps,Barbell,Intermediate,8.4,Average
1752,Barbell behind-the-back shrug,"Rzuty wzruszające na sztangę to ćwiczenie skierowane do pułapek.Poszczona pasek pomaga utrzymać podciąganie ramion w górę i do tyłu, a nie zaokrąglone do przodu.Jest popularny pod względem siły i treningu skoncentrowanego na mięśniach górnego ciała i jest często trenowany w dniu ramię.Za pomocą pasków można go mocno załadować, ale nadal jest zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-10 powtórzeń na zestaw.",Strength Training,Traps,Barbell,Intermediate,8.3,Average
1753,Clean Shrug,,Strength Training,Traps,Barbell,Beginner,6.8,Average
1754,Snatch Shrug,,Strength Training,Traps,Barbell,Beginner,6.2,Average
1755,Single-arm inverted row,"Odwrócony rząd jednoramienny jest ćwiczeniem masy ciała ukierunkowanych na mięśnie Lats (Latissimus dorsi) i górnej części pleców, używając paska maszyny Smitha do powieszenia i odciągania.Możesz zmienić wysokość paska, aby dostosować poziom trudności i pożądany kąt rzędu.",Strength Training,Traps,Barbell,Intermediate,,
1756,Kettlebell sumo deadlift high pull,"Martwy ciąg w Kettlebell Sumo High Cull to dynamiczne ćwiczenie kettlebell, które koncentruje się na mięśniach tylnego łańcucha, w tym na ścięgnach, pośladkach, pułapkach, tylnych deltach i górnej części pleców.Można to zrobić w niższych powtórzeniach w celu uzyskania mocy lub siły lub wyższych powtórzeń w celu kondycjonowania i utraty tłuszczu.Może to być również element treningu kettlebell w stylu obwodu, zarówno w przypadku czasu lub powtórzeń.",Strength Training,Traps,Kettlebells,Intermediate,8.7,Average
1757,Standing dumbbell shrug,"Rzurzanie hantli stojące jest popularnym ruchem do budowy i wzmocnienia mięśni trapezu.Często jest szkolony w dniu treningu w stylu kulturystycznym lub pleców, ale może również dobrze działać podczas treningu na całe ciało lub siłę.",Strength Training,Traps,Dumbbell,Intermediate,8.7,Average
1758,Standing dumbbell upright row,"Stojący hantle hantle Row jest popularnym ruchem budowania silniejszych i większych pułapek i ramion.Wielu podnośników łączy ten ruch z treningiem pleców lub ramion, ponieważ obejmuje oba części ciała.Jest to ogólnie wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej.",Strength Training,Traps,Dumbbell,Intermediate,8.7,Average
1759,Dumbbell pull-over,"Pokrycie hantli jest popularnym ćwiczeniem mięśni i wytrzymałości, które są ukierunkowane na mięśnie klatki piersiowej, górnej części pleców, LATS i Serratus przednich.Był ulubieńcem oldschoolowych kulturystów, którzy wierzyli, że wyciąganie o wysokiej zawartości pomogły zbudować kształt V-Taper w tułowiu.",Strength Training,Traps,Dumbbell,Intermediate,,
1760,Standing Dumbbell Shrug - Gethin Variation,"Rzurzanie hantli stojące jest popularnym ruchem do budowy i wzmocnienia mięśni trapezu.Jest to często wyszkolony w dniu treningu w stylu kulturystyki lub pleców, ale może również dobrze działać podczas treningu na całe ciało lub siłę.",Strength Training,Traps,Dumbbell,Intermediate,,
1761,Single-arm dumbbell row,"Rząd hantli jednoramiennej jest popularnym ćwiczeniem do budowy Latissimus gorsi lub lat, mięśni pleców.Najczęściej wykonuje się to dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na ramię lub więcej, w ramach budowania mięśni lub części treningu.",Strength Training,Traps,Dumbbell,Intermediate,,
1762,Lying Face Down Plate Neck Resistance,,Strength Training,Neck,Other,Beginner,9.3,Average
1763,Lying Face Up Plate Neck Resistance,,Strength Training,Neck,Other,Beginner,8.4,Average
1764,Seated Head Harness Neck Resistance,,Strength Training,Neck,Other,Beginner,7.6,Average
1765,Cable straight-bar upright row,"Kabel prosty bar pionowy jest ćwiczeniem izolacyjnym pułapek i środkowych naramienników.Może to nie być odpowiednie dla wszystkich podnośników w zależności od ich zdrowia ramion i historii obrażeń.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Traps,Cable,Intermediate,8.1,Average
1766,Cable shrug,"Kabel wzruszony ramionami jest ćwiczeniem ukierunkowanym na pułapki, a także uderzanie w ramiona i górną część pleców.Kable pozwalają na lżejsze ładowanie, które jest korzystne dla zestawów o wyższych powtórzeniach.",Strength Training,Traps,Cable,Intermediate,7.9,Average
1767,Smith machine shrug,"Maszyna Smitha wzrusza ramionami, jest ćwiczeniem górnego ciała ukierunkowanego na pułapki (mięśnie trapezu).Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach szkolenia skoncentrowanego na ramię lub pułapki.",Strength Training,Traps,Machine,Intermediate,9.2,Average
1768,Leverage Shrug,,Strength Training,Traps,Machine,Intermediate,9.1,Average
1769,Calf-Machine Shoulder Shrug,,Strength Training,Traps,Machine,Beginner,8.7,Average
1770,Smith machine behind-the-back shrug,"Maszyna Smitha za obrońcą wzruszając ramionami to ćwiczenie górnego ciała skierowane do pułapek (mięśnie trapezu).Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach szkolenia skoncentrowanego na ramię lub pułapki.",Strength Training,Traps,Machine,Intermediate,7.8,Average
