Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
53,Female,65.8,1.46,162.4606425474807,158.21267278008352,71.39112671304376,1.83,1305.0,HIIT,18.2,2.7,4,3,27.46
37,Female,70.4,1.57,169.2797575716071,115.9799928888735,73.57549823329119,1.09,663.0,HIIT,30.3,1.7,3,2,27.68
38,Female,61.9,1.71,153.9054792481715,125.01179675218015,53.22960717178571,1.55,1042.0,Strength,18.5,2.6,5,3,21.24
46,Male,74.2,1.82,198.44452209367273,127.86591455982317,71.90640922048287,1.09,672.0,Yoga,29.0,2.9,4,2,22.34
43,Female,66.8,1.58,185.28195032091085,130.61948619810366,69.7174310679915,1.8,1142.0,Yoga,19.7,2.6,4,3,24.2
55,Male,68.3,1.83,187.60344891697568,164.92649160468815,58.27346551250736,1.18,967.0,Strength,20.4,2.0,4,2,21.08
39,Female,53.7,1.54,177.99095840387923,145.72376880136284,72.09141001513349,0.9,698.0,Yoga,33.9,1.9,2,1,21.42
47,Female,45.0,1.63,189.86955832768638,136.1728826765246,71.96256059567344,1.19,660.0,HIIT,26.1,1.8,4,2,16.19
56,Female,50.1,1.62,173.1234920105832,154.8158837753255,63.79389952447312,1.01,686.0,HIIT,29.1,2.6,3,2,20.65
36,Male,111.5,1.64,197.95652439417645,146.50999527177692,69.65574921613073,0.82,627.0,HIIT,24.1,3.4,3,1,42.49
32,Female,63.4,1.72,173.82231555871618,128.68993715148932,73.1019053215713,1.21,758.0,HIIT,31.1,2.4,4,2,23.41
40,Female,55.2,1.47,183.1298525898255,161.69464511150298,67.7892764213483,1.39,1148.0,Strength,29.9,2.1,4,2,23.1
21,Male,97.3,1.86,171.88342587277137,130.83168408478107,70.64957340539867,0.99,666.0,Yoga,26.8,3.0,3,1,27.82
52,Male,104.3,1.75,188.3757929509327,127.15571427396688,56.34687891600416,0.51,321.0,HIIT,20.1,2.9,2,1,35.55
31,Female,42.3,1.65,176.2924760515284,153.11327603615587,64.98296585496145,1.1,784.0,Yoga,31.1,1.5,4,2,15.78
54,Female,58.2,1.59,191.44229689112038,167.31400597535227,75.06299527649128,1.08,796.0,Cardio,32.5,2.0,2,1,24.16
22,Female,76.5,1.67,183.44569768908784,147.59462200145265,64.5923349545499,1.17,910.0,Strength,30.8,1.6,3,2,27.3
43,Female,56.1,1.62,195.31707270961635,154.89354947388773,55.06995184827185,1.09,758.0,Yoga,35.1,2.5,2,1,20.61
40,Female,56.5,1.59,191.7839037026308,152.22156678330853,68.42750425809209,0.9,640.0,Yoga,33.4,2.0,2,1,21.13
30,Male,122.8,1.94,176.95642684401233,153.1806030856351,62.16029261481999,1.22,1120.0,Cardio,26.6,3.3,4,2,30.58
53,Female,63.9,1.68,165.17405088541952,125.45290030976946,52.52239549063894,1.48,824.0,Yoga,32.6,2.4,4,2,24.23
53,Female,75.5,1.8,191.26115304340476,149.7364994378161,60.36127616308325,0.95,680.0,Cardio,26.1,1.9,3,1,26.76
41,Male,78.5,1.84,170.27704133227022,121.90874816693625,60.102691699419786,1.95,1184.0,HIIT,10.1,3.3,5,3,23.7
21,Female,59.8,1.66,170.65011511957377,128.7688091656903,52.920325146414974,1.98,1257.0,Strength,20.0,2.6,5,3,20.44
42,Male,82.5,1.8,162.8183733372638,127.5908866962544,58.57908118432761,0.94,645.0,Yoga,25.8,2.6,2,1,27.19
20,Male,121.4,1.84,199.4365221705254,162.0645982641299,55.89701012982309,1.28,1226.0,Yoga,25.5,3.1,3,2,34.3
38,Female,67.3,1.47,190.57237773874567,132.9008662003775,64.11742459666354,0.67,439.0,Cardio,33.7,2.4,2,1,30.93
23,Female,54.5,1.62,176.07693902261022,161.82510359182686,58.105976474239206,1.32,1077.0,HIIT,30.5,2.3,2,1,21.39
23,Male,108.2,2.0,204.4125229082586,140.6133463568531,51.04153720941702,0.85,666.0,Yoga,26.3,3.7,2,1,30.34
36,Male,77.3,1.82,185.80281626845766,124.64467475789037,57.899716909112996,1.27,881.0,Yoga,27.1,3.3,4,2,21.9
52,Male,47.6,1.93,178.5884102734796,126.84953865645123,64.85577349125381,1.0,633.0,Yoga,24.8,2.7,3,2,14.33
24,Female,63.9,1.78,161.2962092191081,141.7616675870642,59.57545558336795,0.92,643.0,Cardio,26.5,2.5,3,1,21.31
35,Male,74.4,1.77,187.03972572506316,127.8404241449711,61.60435039958935,1.29,896.0,Yoga,27.1,3.2,4,2,22.41
21,Male,96.6,1.72,184.3343660032465,145.819907008752,73.12220894856202,1.01,798.0,Cardio,28.6,3.7,2,1,32.67
21,Male,115.2,1.77,178.7118360114011,153.5174994529223,64.83654541997433,0.99,882.0,Cardio,30.5,3.4,3,2,41.35
46,Male,83.3,2.05,182.02381274366394,146.50721554848067,72.05039642031863,1.91,1486.0,Strength,10.5,3.5,4,3,21.12
41,Female,69.5,1.73,162.1584405288415,147.92049035342154,55.793000680582445,1.01,688.0,Strength,33.6,2.7,2,1,24.62
60,Male,121.9,1.86,186.39508189161666,155.6034316093393,53.513361648800604,0.68,489.0,Yoga,19.4,3.0,3,1,35.82
52,Female,60.6,1.49,172.49534943156868,150.7849116041093,70.48309091084778,1.61,1113.0,HIIT,15.6,2.8,4,3,24.13
26,Male,117.0,1.97,191.53889547890137,170.76749611083463,56.48859377641692,1.0,964.0,Yoga,25.6,2.1,2,1,30.18
47,Female,73.8,1.77,187.47173557618328,155.99191550805477,48.632481660095515,1.18,779.0,Cardio,30.8,2.2,4,2,24.08
26,Female,63.1,1.67,203.73702127341153,141.80959722785278,57.11240069299943,1.82,1324.0,Yoga,19.8,2.8,4,3,24.31
46,Male,89.7,1.84,185.78496156830943,160.36181212717983,70.53783991624645,1.7,1336.0,Yoga,12.7,3.3,5,3,26.43
24,Female,76.2,1.67,165.42801385873318,156.34841244006896,62.163726304113084,1.42,1101.0,Yoga,26.1,1.6,3,2,26.42
42,Male,97.0,1.95,180.67696806046746,138.20635622294606,72.35628476233329,1.22,810.0,HIIT,28.5,3.5,3,1,24.68
44,Female,47.6,1.65,181.89355023769545,121.71276466947228,72.15212262737164,1.33,714.0,Cardio,32.4,2.5,2,1,19.03
25,Male,74.9,1.68,169.28528376997045,128.9053861041544,72.82232807159157,0.95,645.0,Yoga,27.1,2.2,2,1,27.92
59,Female,63.5,1.54,154.27430948416637,159.09304464813476,62.99541696010609,1.38,1050.0,Yoga,31.6,2.0,3,2,27.08
54,Female,69.7,1.57,165.93880927525163,127.4838208653768,67.67742456976839,1.42,838.0,HIIT,26.7,2.2,4,2,29.18
46,Female,46.4,1.68,166.29553043416945,146.4533392383222,73.7220002579447,1.4,938.0,Yoga,29.5,1.6,3,1,17.02
32,Female,73.4,1.74,194.94417167733684,148.2113428698209,67.49523124830465,1.18,828.0,Strength,24.7,1.6,4,2,23.57
43,Female,38.8,1.74,179.1669176512031,139.60761762613217,50.210990911275815,1.5,936.0,HIIT,34.3,2.2,3,2,12.97
58,Female,43.2,1.73,167.2779090649328,125.93137154064455,59.77870650882989,1.28,728.0,Strength,33.5,2.1,2,1,15.63
33,Female,53.0,1.74,181.7452944847157,124.12328647937277,73.58438882981142,1.24,831.0,HIIT,30.3,2.5,3,1,20.46
45,Male,101.8,1.71,198.06881992730874,154.0959388827779,54.8383303752496,1.23,905.0,Yoga,21.9,2.9,2,1,34.4
48,Male,56.9,1.94,191.98354625730101,161.58059563409924,67.13846141029879,0.88,718.0,HIIT,25.5,3.1,3,1,14.64
21,Male,63.5,1.81,159.63873983989987,142.7434934478281,61.6688980597068,1.3,1078.0,Strength,28.0,3.3,4,2,18.98
24,Male,55.5,1.69,187.88743576693648,162.66294596025068,54.774388344660814,0.58,516.0,Strength,30.0,2.1,3,1,18.22
20,Female,44.5,1.76,181.36190507085288,141.3634762646312,69.96953164523154,0.89,639.0,HIIT,29.2,2.4,2,1,16.27
51,Male,60.9,1.7,166.3798773322227,119.03654979247642,72.3328755843262,0.54,317.0,Cardio,20.1,3.3,3,1,22.39
28,Female,81.2,1.7,191.20003043990266,155.61220995190587,58.362127080731135,1.14,830.0,Strength,32.1,1.8,3,2,28.72
53,Female,79.1,1.7,190.5720461606412,150.95919132133955,57.50020802736686,0.95,661.0,Cardio,26.9,1.8,3,1,26.29
56,Male,79.8,1.81,176.2906092166817,137.31022980384637,52.94109992565057,1.09,834.0,Yoga,25.8,2.8,4,2,22.42
46,Male,87.3,1.6,177.18668268691903,157.34342031949421,48.492012039068925,1.93,1681.0,Strength,14.6,3.4,4,3,31.3
40,Male,68.6,1.88,164.92901872699926,172.45395393453782,52.34127977425903,0.53,422.0,Yoga,27.2,2.6,2,1,18.83
51,Male,103.6,1.83,174.13661095405485,132.3599411922574,61.63192165249105,0.68,438.0,Cardio,24.2,3.0,3,1,30.25
46,Female,60.4,1.49,183.25954696063272,134.19876320132482,59.48365767567957,2.01,1153.0,Yoga,16.9,2.8,4,3,24.99
40,Female,53.9,1.66,176.22575928792702,144.51074324963054,60.228248662697276,2.0,1511.0,Yoga,20.4,2.8,5,3,18.76
41,Male,55.2,1.83,154.26564503260983,118.69549660871573,65.27230626591276,1.11,660.0,Strength,20.1,1.9,3,1,16.55
49,Male,82.6,1.9,172.83181864545648,147.38470921888603,70.16796048335102,1.99,1457.0,HIIT,13.6,3.7,5,3,25.64
21,Male,56.6,1.56,180.3092548441795,169.24179744232256,68.41945301093436,1.08,1066.0,Yoga,22.9,3.3,4,2,22.36
25,Female,49.2,1.74,192.03977671431807,147.83791580883437,58.35038115381845,0.93,605.0,Cardio,25.7,2.4,2,1,16.26
35,Male,110.9,1.7,170.5002186604978,134.92849936662057,56.05251556193351,1.04,758.0,Cardio,24.7,3.2,4,2,42.87
53,Female,67.3,1.48,165.67800763905677,162.3520624328055,70.40645739037411,1.88,1417.0,HIIT,18.1,2.6,4,3,28.58
36,Male,101.6,1.7,160.21590131074058,157.17911523409973,57.766745409714275,1.12,976.0,Cardio,27.6,3.1,2,1,39.82
46,Male,85.7,1.8,185.90172786023467,133.9635810972939,64.10313609740065,1.77,1150.0,HIIT,14.5,3.4,5,3,25.49
19,Female,65.9,1.46,162.73358079827113,134.88691677101906,51.479550926206905,1.88,1328.0,Yoga,19.3,2.6,5,3,26.82
41,Female,61.6,1.64,169.99198322245428,130.56995287919116,66.02287585720393,1.87,1115.0,Yoga,18.6,2.6,4,3,22.16
50,Female,44.6,1.48,169.13809136370458,152.5470907163977,65.0398156353368,1.47,939.0,Strength,28.4,2.3,4,2,17.6
33,Female,72.4,1.51,180.0631201302108,163.73007618230983,53.76798450531819,1.52,1135.0,Cardio,31.8,2.4,3,1,30.66
40,Male,74.1,1.9,155.348038483535,171.70156354443242,52.522757602814025,0.5,415.0,Yoga,27.9,2.6,2,1,18.28
42,Female,42.1,1.75,189.17328878245831,149.25624571248198,49.516512717303144,1.47,943.0,HIIT,34.5,2.3,3,2,12.75
19,Male,85.9,1.92,177.6972286020046,169.71193909939532,59.810672144671265,1.9,1764.0,HIIT,9.6,3.4,5,3,21.6
50,Female,66.4,1.56,175.56464091998197,148.08182258596776,64.55528736449203,1.22,741.0,Strength,28.3,2.4,3,1,24.9
21,Female,65.4,1.59,192.79155130244771,161.25974337912191,53.04994395284278,1.04,762.0,Cardio,29.8,2.4,4,2,26.17
41,Female,63.7,1.79,172.62616609629453,158.05589735587617,73.68394061594245,2.0,1425.0,Yoga,19.8,2.6,5,3,19.57
21,Female,62.2,1.47,177.26730449905702,124.91446275670344,51.90711505747376,1.01,654.0,Yoga,28.6,2.2,4,2,27.09
38,Male,47.8,1.65,169.13007418971927,126.88758588314228,70.97640233600019,1.36,959.0,Yoga,28.4,3.1,2,1,16.78
50,Female,76.4,1.52,182.4767233816424,138.01129272314577,52.384450705949185,0.73,409.0,Cardio,33.2,2.1,2,1,32.12
41,Female,73.1,1.63,180.22417439504417,147.98796019969018,60.80730068388997,1.04,707.0,Yoga,27.7,2.3,3,2,25.89
31,Male,112.3,1.75,167.2471702001518,143.4052454542572,54.98683518294145,1.3,962.0,HIIT,29.5,3.5,3,1,34.88
23,Female,50.9,1.63,172.35369590898503,163.9485839512356,60.73859967356158,1.31,1090.0,HIIT,33.0,2.5,2,1,21.49
47,Male,84.6,1.85,207.62405337196458,169.93576694546996,66.42977872151667,1.51,1265.0,Cardio,13.2,3.6,4,3,25.85
55,Female,70.7,1.61,168.96366382267453,168.12535707896077,67.26829339434133,0.52,410.0,Strength,25.3,1.8,3,1,26.67
41,Female,77.2,1.8,170.95331426076265,133.1968295726569,54.11988233380623,1.44,873.0,Yoga,33.8,2.1,4,2,24.08
36,Male,108.4,1.79,186.94073653057785,152.62968078933093,76.53080463642975,1.13,1070.0,HIIT,25.5,3.4,2,1,34.9
57,Female,73.2,1.57,162.57012357124475,160.73661510324064,69.83087623506317,0.56,392.0,Strength,24.9,1.8,3,1,26.15
46,Male,86.8,1.83,186.595173412443,159.5272367668385,68.99898866541949,1.75,1266.0,Yoga,13.0,3.5,5,3,26.32
56,Male,85.8,1.8,189.0798090638342,150.1606065503181,55.25323553398579,0.94,648.0,HIIT,27.5,2.0,2,1,31.8
33,Male,101.7,1.79,180.05348670685348,141.3080629431056,51.673313695532364,1.45,1129.0,HIIT,28.0,2.3,3,2,33.03
31,Male,90.1,1.62,171.9985190628334,155.50592425752595,69.93818208958093,1.31,1158.0,Cardio,25.4,2.1,4,2,33.88
18,Male,66.8,1.87,182.1976790580525,153.92781627674074,53.62201377940959,1.23,957.0,HIIT,23.8,2.4,3,2,18.92
22,Female,61.7,1.56,194.70232524370087,156.22016723054858,51.64593565993375,1.0,751.0,Cardio,29.4,2.4,4,2,27.84
47,Male,51.6,1.82,173.95867570940055,153.77647813184734,57.27217796531362,1.43,1096.0,Cardio,26.5,3.4,4,2,15.21
47,Male,81.5,1.9,179.9125829690984,131.63358881168773,62.08793811944921,1.76,1159.0,HIIT,14.0,3.5,5,3,23.88
60,Male,58.3,1.99,175.2460902117947,120.10916254541985,71.03436987423534,1.15,676.0,Strength,22.8,3.1,3,2,13.94
27,Male,125.3,1.75,184.54818893054627,163.8606220885101,69.2397400297609,1.12,996.0,Yoga,24.2,3.1,4,2,41.13
52,Male,96.8,1.69,195.12183735959087,127.10070543725288,54.182893258292125,0.51,346.0,HIIT,21.5,2.8,2,1,35.01
40,Female,71.6,1.61,176.65063613367508,135.70577705423423,68.58983535753646,0.87,586.0,Yoga,28.5,2.0,3,1,28.29
27,Female,60.7,1.47,202.8163710138955,123.26445973478215,57.7887644461902,1.21,737.0,Strength,26.3,2.1,4,2,28.41
31,Female,71.9,1.53,174.34278824275316,126.2098689035278,64.70401820657703,0.99,670.0,Yoga,34.9,2.4,4,2,29.67
52,Male,61.4,1.64,166.4389043744672,160.64091888768195,59.852740752740814,1.17,915.0,Strength,23.0,2.4,2,1,21.07
45,Male,97.6,1.83,177.61317561601157,115.1090561682732,66.38875137121154,1.32,778.0,HIIT,24.9,3.0,4,2,27.35
19,Male,112.8,2.02,186.04002572792947,131.05947949943925,62.52594486469616,1.08,717.0,Cardio,22.9,2.7,3,1,28.66
47,Male,58.3,1.8,194.87030713036742,154.75214399221286,66.95295623885269,1.28,1011.0,HIIT,23.5,3.0,4,2,19.97
26,Female,65.9,1.55,197.79452226471165,116.15644174570431,57.39022623073308,1.17,679.0,Strength,24.3,2.1,4,2,26.51
61,Male,74.5,1.85,184.56253166025286,121.18226782054994,54.337848792514976,0.75,475.0,Cardio,27.7,2.6,3,1,21.42
49,Female,50.5,1.57,178.1805168416873,155.44462659580472,59.96682690873521,1.23,881.0,HIIT,31.7,2.2,3,2,19.79
20,Female,69.9,1.64,173.09370016593948,171.16016345866382,56.14502045572017,1.03,856.0,HIIT,25.3,1.5,3,2,28.35
18,Male,130.0,1.86,192.10187968240257,160.0186730652539,67.43732734602288,1.21,1178.0,Strength,20.8,3.1,4,2,34.37
42,Female,68.2,1.52,172.55527521469705,166.89830503197152,73.12495676269849,0.83,687.0,Yoga,32.1,1.6,3,1,29.99
59,Female,58.5,1.52,197.07807866903326,121.55312651797549,65.77636934261214,1.86,1119.0,Cardio,15.4,2.7,5,3,23.15
26,Female,45.1,1.59,193.72792166315222,158.0250822947933,65.24758450695239,1.07,864.0,HIIT,34.2,1.8,4,2,15.95
22,Female,43.0,1.65,169.24791302485718,132.73789278854997,64.80947276281212,0.55,368.0,HIIT,26.8,1.8,3,1,17.47
37,Female,52.4,1.57,168.52405093616687,127.73985430688761,52.24866046258111,1.11,763.0,HIIT,34.2,2.4,2,1,18.8
34,Female,44.8,1.56,196.70090537512849,160.30945958814044,67.74888862852552,1.05,854.0,Strength,29.4,1.8,3,2,18.16
54,Male,66.0,1.73,192.14048082484837,139.53228404701,66.74724018332819,1.53,994.0,Strength,27.0,2.7,4,2,22.35
49,Male,111.9,1.63,188.28161909550735,148.92616219501568,50.17608799466117,0.51,386.0,Cardio,27.2,2.4,2,1,42.8
28,Male,88.5,1.55,183.20203935911343,139.33876098425216,76.34789982332528,1.73,1350.0,Strength,13.0,3.5,5,3,33.82
22,Female,52.4,1.55,169.6452215381289,150.21225860753947,69.47329215652115,1.67,1192.0,HIIT,20.5,2.6,4,3,21.31
47,Female,63.7,1.65,177.84321443588928,155.27982010375078,66.74634329852523,0.99,652.0,Strength,33.6,2.1,4,2,23.47
50,Male,86.4,1.91,190.3577228452109,156.03688000097773,53.11994778713968,1.3,962.0,HIIT,24.5,2.2,4,2,24.74
43,Male,46.8,1.66,160.78690515543445,168.74673973952028,64.83403812822084,1.35,1085.0,Strength,21.7,2.6,3,2,18.14
29,Female,52.7,1.46,179.4024592119539,119.3726317827813,74.23381843663265,1.54,949.0,Strength,25.7,2.0,3,1,24.08
28,Female,57.0,1.76,163.5604687353754,139.76937718248533,74.98951364539941,1.33,952.0,Cardio,27.9,1.5,2,1,17.87
53,Male,51.5,1.69,197.65378183553656,135.03478504792773,57.71584201012031,1.32,896.0,Cardio,27.8,2.9,2,1,19.66
23,Female,75.0,1.49,166.69997512941472,169.53469475557756,75.02193696430429,1.46,1206.0,Strength,32.9,2.2,3,2,33.05
58,Female,44.6,1.7,168.83237533892284,127.58747625957788,59.08416757919873,1.43,855.0,Strength,24.6,1.7,3,2,15.16
31,Female,60.0,1.66,181.8598752255738,136.0456307238271,52.981223813878,1.87,1210.0,HIIT,17.1,2.7,5,3,25.28
21,Male,68.6,1.68,198.8338844389253,142.10614297471685,71.16377322170642,0.89,697.0,HIIT,20.7,3.6,2,1,27.25
62,Male,51.3,2.02,183.02371263391134,159.31515371460446,57.22590986419069,1.08,846.0,Strength,25.6,3.2,3,1,13.56
18,Male,63.4,1.83,181.3325306105497,151.4943258749585,54.44818074014387,1.17,992.0,HIIT,23.9,2.4,3,2,19.49
53,Male,86.8,1.86,188.11606421322884,138.92347991329888,76.3715561402606,1.17,772.0,Yoga,28.0,2.6,4,2,25.3
37,Male,68.5,1.75,169.46034727847973,172.55846166803607,75.21489890641084,1.45,1344.0,Cardio,21.9,2.3,3,2,24.49
39,Male,83.6,1.86,166.33015573709702,144.3097310350558,61.08256691986097,0.79,622.0,Strength,27.7,3.5,2,1,24.43
20,Male,89.5,1.75,193.63133375426074,142.0996002423628,71.88964541528625,1.01,809.0,Cardio,27.2,3.8,2,1,32.81
58,Male,82.8,1.64,197.12977538773723,144.40699273857976,73.87513363089892,2.09,1470.0,Cardio,15.4,3.5,5,3,30.62
55,Female,54.6,1.72,166.3242915754802,118.67326513007664,56.33375703902188,0.71,395.0,Yoga,26.7,2.8,2,1,18.59
26,Female,53.7,1.72,179.39445553753623,124.73083295766266,59.984469166677414,1.03,627.0,Cardio,35.2,1.9,4,2,20.6
33,Female,43.8,1.56,191.9296634596504,137.09059040576383,62.70595044971642,0.91,695.0,Yoga,29.8,1.6,3,1,19.44
56,Male,117.6,1.97,191.09017713155652,155.65592101954206,49.556442987234874,1.38,1120.0,Yoga,27.2,2.2,4,2,32.78
30,Male,87.5,1.86,178.77588687347293,117.58615712246527,74.83457137873064,1.58,985.0,Yoga,11.1,3.5,4,3,25.13
25,Male,129.8,1.76,173.9282808265639,163.84523900611646,59.53436113016666,1.26,1128.0,Strength,28.7,2.8,3,1,41.8
38,Male,79.7,1.78,164.9309305199939,161.43528449267043,72.18643784710082,1.69,1545.0,Strength,13.3,3.4,5,3,25.1
46,Male,109.5,1.88,175.99012932683686,144.39816374559018,54.28808962496255,1.39,926.0,Cardio,21.3,3.8,3,1,34.61
53,Female,79.1,1.68,185.52951096325532,155.25214930620342,51.112068795961484,1.39,1006.0,Yoga,33.9,2.4,4,2,30.53
39,Male,59.2,1.64,204.6341951977452,131.9323781573904,51.6638808688491,1.0,690.0,Cardio,27.6,3.1,3,1,23.3
55,Female,64.0,1.55,167.49348484976792,122.89862749280975,54.10868467694396,1.69,1023.0,Strength,15.3,2.7,5,3,26.36
45,Female,58.2,1.65,187.03684019071108,144.3967270000604,61.918674203673916,0.91,574.0,Cardio,26.6,1.6,3,1,23.33
45,Male,55.0,1.75,195.4742335229403,134.91147315841334,70.56739967478782,1.23,816.0,Cardio,24.6,2.9,4,2,17.64
52,Male,100.9,1.74,194.91456575240863,119.52457825161628,60.83266625424832,1.46,892.0,Strength,24.5,2.7,3,2,31.81
34,Male,66.4,1.73,204.7902169850654,147.14175646896027,68.41955085211302,1.05,830.0,HIIT,30.5,2.6,4,2,20.22
44,Female,68.0,1.82,176.20498506638455,156.2375971911977,66.61007763468386,1.51,1088.0,Cardio,30.7,2.4,3,1,21.04
41,Female,57.1,1.53,189.92676490784592,154.32813419557095,72.40222504522829,0.93,672.0,Yoga,31.4,2.0,2,1,21.19
46,Male,85.7,2.09,180.39566156616843,165.54913462209672,63.02919435279505,1.92,1402.0,HIIT,13.0,3.5,5,3,20.34
29,Male,57.1,1.53,182.2438775734136,121.72857980459972,50.03481598585208,1.37,945.0,Strength,29.2,2.3,3,1,21.56
41,Female,66.5,1.65,165.8708153660706,154.57932986186418,57.16624193789605,1.37,1076.0,Cardio,34.3,1.6,3,2,24.3
46,Female,75.8,1.8,203.69047528230323,159.7921614192298,53.33131060872184,1.4,1009.0,HIIT,28.7,2.2,3,1,24.03
45,Female,42.3,1.7,175.49505206999874,132.92124770311315,51.961279359707326,0.7,455.0,Yoga,34.2,1.9,2,1,14.84
35,Male,65.6,1.6,162.66266888039692,129.68536882068764,54.53854783710937,0.64,478.0,Cardio,27.1,3.4,2,1,23.98
28,Male,54.7,1.53,173.07898581127012,122.12065427581238,50.097603744842424,1.4,961.0,Strength,27.6,2.2,3,1,20.44
51,Female,52.9,1.67,175.8617406748536,148.86909975713363,55.27449619920593,1.38,1001.0,Strength,31.0,1.8,3,2,18.04
51,Male,64.6,1.67,188.3080828266741,142.09925011270866,66.67748569895575,1.53,1024.0,Strength,25.9,2.7,4,2,22.12
51,Male,84.3,1.85,189.5842395528752,141.47610994777958,65.87103650522705,1.71,1144.0,Strength,10.3,3.5,5,3,27.22
30,Male,101.3,1.89,187.17433903096028,143.37748480519122,49.68680531551429,1.37,1054.0,HIIT,25.6,3.4,3,2,25.68
31,Female,64.7,1.62,189.58689896187758,161.38725942768153,58.611924671582585,1.64,1374.0,HIIT,14.4,2.6,5,3,24.73
53,Male,87.9,1.81,198.72603367156015,133.47609017586012,73.4870327139107,1.23,795.0,Yoga,27.9,2.5,4,2,24.13
43,Male,101.2,1.92,163.10637893760048,164.97364854940236,68.63213130464923,0.83,661.0,Yoga,27.4,3.1,2,1,28.7
54,Male,84.8,1.8,198.546167210216,136.4907920684941,71.9891540758681,1.16,825.0,Yoga,27.4,2.6,4,2,24.28
49,Female,68.0,1.75,157.20227841749826,123.25080649199373,57.98316425866893,0.69,378.0,Cardio,32.2,2.7,3,1,22.63
42,Male,103.7,1.64,168.3122434748198,169.16169852523856,73.62745665511828,1.38,1216.0,HIIT,20.0,3.8,4,2,39.75
60,Female,66.1,1.57,173.24978848865035,137.4979825534856,71.40956997559304,1.59,981.0,Cardio,17.0,2.6,5,3,26.88
20,Male,81.2,1.85,170.23633278713191,164.94102985665722,71.77826520917908,0.76,699.0,Yoga,30.0,2.9,2,1,26.55
44,Female,52.0,1.6,168.158674650554,147.4508717012985,63.59966613697494,0.69,484.0,Cardio,34.1,1.9,2,1,19.62
29,Male,71.0,1.75,173.4661390444235,171.3640879352313,68.53620243198425,1.3,1107.0,Yoga,29.1,3.0,2,1,23.0
43,Female,56.0,1.64,184.10480596774087,147.3249268364598,74.12319039405288,1.31,873.0,Cardio,30.1,1.7,3,1,18.99
19,Female,54.1,1.6,184.54061177222738,154.1224871916002,73.73096710410779,1.28,954.0,Strength,33.4,2.3,4,2,19.49
30,Male,101.0,1.67,180.68899526991586,137.45618363927355,58.05199289902389,1.52,1050.0,Strength,28.8,2.8,4,2,35.17
41,Female,56.6,1.66,185.76362749092283,144.3048245785493,52.42789729366974,1.1,732.0,Yoga,32.5,2.4,2,1,21.53
57,Male,54.9,1.98,174.10631972860548,140.14894583262935,63.13385378863141,0.67,472.0,Strength,28.6,3.1,3,1,15.74
52,Female,61.9,1.52,169.28735696896857,115.47996265033782,55.68051739399667,1.81,946.0,Yoga,17.9,2.8,4,3,27.51
40,Male,80.7,1.77,157.33824817815767,167.28879985979736,53.09952297880661,1.28,1241.0,Cardio,29.3,2.9,4,2,27.15
53,Female,55.1,1.59,200.53030718269613,156.60338392864676,65.28801462777116,1.46,1089.0,HIIT,29.6,2.0,3,2,23.36
46,Female,56.4,1.45,176.08102329239438,136.063202551282,55.14899401357698,1.56,995.0,Yoga,17.5,2.8,5,3,25.38
47,Male,75.5,1.67,168.7290418466411,122.81338922362434,66.06674107940654,1.29,782.0,Cardio,21.9,3.6,4,2,29.01
23,Female,39.8,1.77,161.9669856363435,142.6146562538123,61.41947817574347,0.82,589.0,Yoga,24.9,2.2,3,1,13.47
